City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
568,Wadi Musa,JO,67.64,scattered clouds,30.3222,35.4793,Petra Palace Hotel
571,Daoukro,CI,72.7,scattered clouds,7.0591,-3.9631,Komenan brou roseline
573,Zhuhai,CN,79.05,scattered clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
574,Riyadh,SA,77.14,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
575,San Martin Jilotepeque,GT,66.18,broken clouds,14.7878,-90.7925,Hotel Green Resort
576,Chirongui,YT,78.73,light rain,-12.9319,45.1483,La Villa Mahatsara
577,Vryburg,ZA,66.63,scattered clouds,-26.9566,24.7284,The Times Premier Lodge
578,Tottori,JP,62.67,broken clouds,35.5,134.2333,Hotel Monarque Tottori
579,Bin Qirdan,TN,64.4,clear sky,33.1378,11.2197,Hôtel Palace
581,Welkom,ZA,61.36,scattered clouds,-27.9864,26.7066,Little Acorn Guest House
587,Ibirama,BR,68.31,light rain,-27.0569,-49.5178,Hotel Soralete
588,Itarema,BR,79.83,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
589,Prince George,CA,55.26,scattered clouds,53.9166,-122.753,Canadas Best Value Inn Prince George
591,Sibolga,ID,75.6,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
592,Jorpeland,NO,50.74,overcast clouds,59.0225,6.0408,Verkshotellet Jørpeland
593,Champasak,LA,72.68,moderate rain,14.75,106.0,Kiat Ngong Wetland BUNGALOW
594,Tuy Hoa,VN,76.26,heavy intensity rain,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
595,Rawatsar,IN,76.41,clear sky,29.2833,74.3833,Honda Service Center
597,Sembe,CG,69.62,overcast clouds,1.6481,14.5806,
600,Fukiage,JP,72.9,overcast clouds,36.1,139.45,Hotel Route Inn Konosu
601,Javanrud,IR,63.3,broken clouds,34.7961,46.5172,Bonnie power
605,Neuquen,AR,66.09,clear sky,-38.9516,-68.0591,Hotel del Comahue
606,Misratah,LY,68.61,broken clouds,32.3754,15.0925,فندق الماسة
610,Truth Or Consequences,US,68.92,clear sky,33.1284,-107.2528,Charles Motel
611,Sri Aman,MY,75.25,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
612,Kananga,CD,68.56,overcast clouds,-5.8958,22.4178,Guest House Wood Land
613,Kewanee,US,60.48,overcast clouds,41.2456,-89.9248,AmericInn by Wyndham Kewanee
615,Saint-Pierre,RE,73.08,scattered clouds,-21.3393,55.4781,Lindsey Hôtel
616,Loei,TH,63.99,overcast clouds,17.4167,101.5,ไร่สานตม บ้านภูล้อม
617,Kendari,ID,79.02,overcast clouds,-3.945,122.4989,Hotel Wixel
618,Banepa,NP,64.72,few clouds,27.6298,85.5214,Dhulikhel Lodge Resort
619,Ulladulla,AU,59.9,light rain,-35.35,150.4667,Sandpiper Motel
622,Kusu,JP,65.97,clear sky,33.2831,131.1514,楠温泉 豊後乃里
628,Port-Gentil,GA,78.76,scattered clouds,-0.7193,8.7815,Fengshui Residence
